route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
7238,37,ÜSKÜDAR-ÇENGELKÖY-TALÝMHANE-RASATHANE,ÜSKÜDAR - ÇENGELKÖY - TALÝMHANE - ÜMRANÝYE,,9,,,
7184,37,ÞÝÞLÝ-GÖKTÜRK,ÞÝÞLÝ - KAÐITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7202,37,SEFAKÖY - ÝSTOÇ,SEFAKÖY - MEHMET AKÝF - ÝSTOÇ,,9,,,
7507,37,Hacýosman-Beþiktaþ,Sarýyer,,9,,,
7164,37,YAHYA KEMAL-DERE CADDESÝ-NOBEL ÝLAÇ FABRÝKASI2,ÞÝÞLÝ - ÇAÐLAYAN - Y.KEMAL - GÜLTEPE - 4.LEVENT,,9,,,
7131,37,ÝNCÝRLÝ-ORMANTEPE,ÇAVUÞPAÞA - BAHÇELÝEVLER - ÝNCÝRLÝ,,9,,,
7181,37,TOPKAPI-GÜNGÖREN-BAÐCILAR-OTOCENTER-42 EVLER,100.YIL MH - BAÐCILAR - TOPKAPI,,9,,,
7412,37,BEYLÝKDÜZÜ KAYMAKAMLIÐI-BÜYÜKÇEKMECE,B.ÇEKMECE - GÜRPINAR - YAKUPLU - BEYLÝKDÜZÜ,,9,,,
7282,37,DUDULLU-ÞAHÝNTEPE,DUDULLU - ÞAHÝNTEPE,,9,,,
7260,37,MARMARA ÜN. PENDÝK EÐÝTÝM VE ARÞ. HASTANESÝ,PENDÝK - GÖZDAÐI,,9,,,
7376,37,SANTRAL(ÜMRANÝYE)-YAVUZTÜRK,ÜMRANÝYE(SANTRAL) - YAVUZTÜRK MH.,,9,,,
7518,37,BÜYÜKÇEKMECE-TEPEKENT B KAPISI RÝNG GÜZERGAH,BÜYÜKÇEKMECE- TÜRKOBA- TEPEKENT,,9,,,
7444,37,ÝNCÝRLÝ-BAÐLAR MAH,ÝNCÝRLÝ - EVREN MH. - BAÐCILAR,,9,,,
7268,37,ÇATALCA DEVLET HASTANESÝ-YAZLIK KÖYÜ,ÇATALCA DEVLET HASTANESÝ - YAZLIK KÖYÜ,,9,,,
7256,37,AYDINLI TOKÝ KONUTLAR-ÝÇMELER-DENÝZ HARP OKULU,TERSANELER - TUZLA - AYDINLI - ORHANLI,,9,,,
7301,37,PENDÝK-ORHANLI,PENDÝK - KURTKÖY - HARMANDERE - ORHANLI,,9,,,
7345,37,AÐVA - DEÐÝRMENÇAYIRI,AÐVA-DEÐÝRMENÇAYIRI,,9,,,
"7431,37,""PENDÝK ANADOLU ÝMAM HATÝP LÝSESÝ-YAKACIK,ADNAN KAHVECÝ METRO ÝSTASYONU"",KARTAL - TOPSELVÝ,,9,,,"
7373,37,ABDURRAHMANGAZÝ-YENÝDOÐAN-SARIGAZÝ-DUDULLU,DUDULLU - SARIGAZÝ - TAÞDELEN - YENÝDOÐAN-A.GAZÝ,,9,,,
7351,37,ÝNCÝRLÝ-KOCASÝNAN,ÝNCÝRLÝ - EVREN MH. - BAÐCILAR,,9,,,
7142,37,BAKIRKÖY - OSMANÝYE,BAKIRKÖY - OSMANÝYE,,9,,,
7258,37,PENDÝK-GÖZDAÐI,PENDÝK - GÖZDAÐI,,9,,,
7439,37,BAKIRKÖY-ADLÝYE-METRO,BAKIRKÖY - METRO - TOPKAPI,,9,,,
7331,37,PENDÝK-MARMARA ÜNV. PENDÝK EÐT. VE ARÞ HAS. 2,PENDÝK - KURTKÖY - HARMANDERE - ORHANLI,,9,,,
7443,37,TOPKAPI-BASIN SÝTESÝ-RADAR,TOPKAPI - YAYLA - ÇAVUÞPAÞA - OTOSANAYÝ,,9,,,
7156,37,ÞÝÞLÝ-ZÝNCÝRLÝDERE,ÞÝÞLÝ - ÇAÐLAYAN - Y.KEMAL - GÜLTEPE - 4.LEVENT,,9,,,
7481,37,ÞÝLE MERKEZ RÝNG,ÞÝLE MERKEZ RÝNG - PLAJ,,9,,,
7488,37,BEZMÝALEM VAKIF ÜNV. HASTANESÝ - GÜLSUYU - GÜLENSU,MALTEPE - GÜLSUYU - GÜLENSU,,9,,,
7305,37,ÝSTOÇ-BAÐCILAR DEVLET HASTANESÝ,TOPKAPI - ÇÝFTLÝK - FATÝH MAHALLESÝ - ÝSTOÇ,,9,,,
7391,37,MALTEPE-GÜLSUYU-GÜLENSU,MALTEPE - GÜLSUYU - GÜLENSU,,9,,,
7175,37,ÇAÐLAYAN-EDÝRNEKAPI-TOPKAPI,ÇAÐLAYAN - TOPKAPI,,9,,,
7234,37,PENDÝK-AYDOS-HÝLAL KONUTLARI,PENDÝK - AYDOS - HÝLAL KONUTLARI,,9,,,
7299,37,TOPKAPI-ATEÞTUÐLA-EVREN MH.,TOPKAPI - ÇÝFTLÝK - FATÝH MAHALLESÝ - ÝSTOÇ,,9,,,
7445,37,ÝNCÝRLÝ-BARBAROS MAH.,ÝNCÝRLÝ - EVREN MH. - BAÐCILAR,,9,,,
7151,37,SEFAKÖY-GÜVERCÝNTEPE-KAYAÞEHÝR,SEFAKÖY - KAYABAÞI - BOÐAZKÖY,,9,,,
7127,37,TOPKAPI-ALÝBEYKÖY-ATATÜRK CAD.-AKÞEMSETTÝN BULVARI,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7387,37,ÜSKÜDAR-BAÐLARBAÞI-ÜMRANÝYE-DUDULLU-ALEMDAÐ,ÜSKÜDAR - ÜMRANÝYE - ALEMDAÐ,,9,,,
7435,37,DEREAÐZI MH-YAKUPLU HASIRCILAR ÝÞ MERKEZÝ,B.ÇEKMECE - GÜRPINAR - YAKUPLU - BEYLÝKDÜZÜ,,9,,,
7446,37,ÝNCÝRLÝ-YENÝMAHALLE,ÝNCÝRLÝ - EVREN MH. - BAÐCILAR,,9,,,
7194,37,KADIKÖY-D-100-ÜNALAN-SOYAK-BULGURLU,KADIKÖY - ACIBADEM - ÜNALAN MH. - BULGURLU MH.,,9,,,
7304,37,TOPKAPI-ÇÝFTLÝK-GÖZTEPE MH-ÝSTOÇ,TOPKAPI - ÇÝFTLÝK - FATÝH MAHALLESÝ - ÝSTOÇ,,9,,,
7269,37,EDÝRNEKAPI-HAL  (MEGA CENTER),CEVATPAÞA - B.PAÞA - OTOGAR - EYÜP - EDÝRNEKAPI,,9,,,
7134,37,TOPKAPI-ALÝBEYKÖY-ATATÜRK CAD.-AKÞEMSETTÝN BULVARI-VÝALAND,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7166,37,OTOGAR-EDÝRNEKAPI,CEVATPAÞA - BAYRAMPAÞA - OTOGAR - EYÜP - EDÝRNEKAPI,,9,,,
7123,37,TOPKAPI-ALÝBEYKÖY-GÜZELTEPE MAH.,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7186,37,GAZÝ MH.-TOPKAPI 1,CEVATPAÞA - BAYRAMPAÞA - OTOGAR - EYÜP - EDÝRNEKAPI,,9,,,
7125,37,ÝNCÝRLÝ-YENÝBOSNA AKTARMA MERKEZÝ,ÇAVUÞPAÞA-BAHÇELÝEVLER-ÝNCÝRLÝ,,9,,,
7290,37,GÜZELTEPE - FÝNANSKENT - A.KÖY CEP OTOGARI - GOP,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7442,37,TOPKAPI-YAYLA-ÇAVUÞPAÞA,TOPKAPI - YAYLA - ÇAVUÞPAÞA - OTOSANAYÝ,,9,,,
7176,37,ÞÝÞLÝ-KAÐITHANE-GÜZELTEPE,ÞÝÞLÝ - KAÐITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7276,37,ÜMRANÝYE-HEKÝMBAÞI,ÜMRANÝYE - HEKÝMBAÞI MH.,,9,,,
7307,37,KÜÇÜKÇEKMECE-TAHTAKALE,KÜÇÜKÇEKMECE - KAYABAÞI - TAHTAKALE,,9,,,
7322,37,TOPKAPI-ESENLER-TABYA,100.YIL - ATIÞALANI - ESENLER - TOPKAPI,,9,,,
7187,37,DEPREM KONUTLARI-ÝKÝTELLÝ-ÝSTOÇ-OTOGAR,TOPKAPI - OTOGAR - M. AKÝF MAH - DEPREM KONUTLARI,,9,,,
7138,37,AVCILAR-KARAAÐAÇ,AVCILAR - ESENYURT,,9,,,
7286,37,KARTAL-YAKACIK-U.MUMCU-ORTADAÐ-SAMANDIRA-PAÞAKÖY,KARTAL -YAKACIK -SAMANDIRA -PAÞAKÖY -FERHATPAÞA,,9,,,
7370,37,SEFAKÖY-KANARYA-BELEDÝYE,KÜÇÜKÇEKMECE - SEFAKÖY - SULTAN MURAT,,9,,,
7343,37,KARTAL-GÜLSUYU KÖPRÜLÜ KAVÞAÐI-ESENKENT,KARTAL - ESENKENT,,9,,,
7235,37,KULELÝ - KAYAÞEHÝR,KULELÝ - GÜVERCÝNTEPE - ÞAHÝNTEPE - TAHTAKALE,,9,,,
7251,37,TERSANELER-ÝÇMELER-AYDINLI-ORHANLI(ORTA MAH),TERSANELER - TUZLA - AYDINLI - ORHANLI,,9,,,
7148,37,TAHTAKALE-YÜZYIL,KULELÝ - DEPREM KONUTLARI - ONURKENT - KAYAÞEHÝR,,9,,,
7152,37,TOPKAPI-OYAK SÝTESÝ-SEYRANTEPE,TOPKAPI - OYAK SÝTESÝ - SEYRANTEPE,,9,,,
7236,37,PENDÝK-MARMARA ÜNV. PENDÝK EÐT. VE ARÞ HAS. 1,PENDÝK - AYDOS - HÝLAL KONUTLARI,,9,,,
7344,37,MALTEPE-ZÜMRÜTEVLER-NARLIDERE,MALTEPE - ZÜMRÜTEVLER,,9,,,
7183,37,ÝKÝTELLÝ ORG.S-MEHMET AKÝF MH.-GÖZTEPE MH.-OTOGAR,TOPKAPI - OTOGAR - M. AKÝF MAH - DEPREM KONUTLARI,,9,,,
7108,37,BAKIRKÖY – BAÐCILAR – KEMALPAÞA GÜZERGAHI-2,BAKIRKÖY - BAÐCILAR - KEMALPAÞA MH. - ÞÝRÝNEVLER,,9,,,
7465,37,BÜYÜKÇEKMECE-MURATÇEÞME,BÜYÜKÇEKMECE - MÝMARSÝNAN,,9,,,
7113,37,BAKIRKÖY – SOÐANLI-BAKIRKÖY,BAKIRKÖY - BAÐCILAR - KEMALPAÞA MH. - ÞÝRÝNEVLER,,9,,,
7120,37,KÜÇÜKÇEKMECE-AVCILAR-SÝTELER (REÞÝT PAÞA CAD.),KÜÇÜKÇEKMECE - AVCILAR - BEYLÝKDÜZÜ,,9,,,
7122,37,K.ÇEKMECE-AVCILAR-Ý. MARMARA EVLERÝ KAVAKLI KENT,KÜÇÜKÇEKMECE - AVCILAR - BEYLÝKDÜZÜ,,9,,,
7144,37,Þ.EVLER-KULELÝ-CEMAL ULUSOY-HALKALI-B.ÞEHÝR4.ETAP,Þ.EVLER - KULELÝ - HALKALI - BAÞAKÞEHÝR,,9,,,
7346,37,B.EVLER METRO-BASIN SÝTESÝ-ÇAVUÞPAÞA-OTO SANAYÝ,TOPKAPI - YAYLA - ÇAVUÞPAÞA - OTOSANAYÝ,,9,,,
7121,37,KÜÇÜKÇEKMECE-AVCILAR - BEYLÝKDÜZÜ TOPLU KONUTLARI,KÜÇÜKÇEKMECE - AVCILAR - BEYLÝKDÜZÜ,,9,,,
7407,37,BÜYÜKÇEKMECE - KIRAÇ,BÜYÜKÇEKMECE - KIRAÇ,,9,,,
7396,37,KADIKÖY-D/100-ÖRNEK MAH.-ESATPAÞA-EYÜBOÐLU,KADIKÖY - ÖRNEK MH - M.KEMAL MH. - EYÜBOÐLU,,9,,,
7295,37,PENDÝK-AYDINLI KÖYÜ-DERÝ SANAYÝ,PENDÝK - AYDINLI KÖYÜ - DERÝ SANAYÝÝ,,9,,,
7126,37,ÞÝRÝNEVLER-ORMANTEPE SK. 1.GÜZERGAH (PARSELLER),ÇAVUÞPAÞA-BAHÇELÝEVLER-ÝNCÝRLÝ,,9,,,
7483,37,ÞÝLE MERKEZ - PLAJ,ÞÝLE MERKEZ RÝNG-PLAJ,,9,,,
7459,37,1.GÜZERGAH,BÜYÜKÇEKMECE - KUMBURGAZ,,9,,,
7313,37,AVCILAR-ÖRNEK MAH,KÜÇÜKÇEKMECE - AVCILAR -  BALIK YOLU - ÖRNEK MH.,,9,,,
7220,37,DUDULLU-ESENÞEHÝR-SARIGAZÝ,DUDULLU - ESENÞEHÝR,,9,,,
7169,37,ÞÝÞLÝ-CUMHURÝYET CAD.- GÖKTÜRK,GÖKTÜRK - KEMERBURGAZ - ALÝBEYKÖY - EYÜP,,9,,,
7230,37,AHMET YESEVÝ MAH.-ESENYALI,AHMET YESEVÝ MH.(KURTKÝREMÝT) - ESENYALI,,9,,,
7246,37,ÜMRANÝYE-ESATPAÞA-ÖRNEK MAH.-GÖZTEPE E.A.H.,ÜMRANÝYE - M.KEMAL MH. - ÖRNEK MH.,,9,,,
7348,37,ÞÝLE-ÇAYIRBAÞI KÖYÜ,ÞÝLE MERKEZ - ÇAYIRBAÞI KÖYÜ,,9,,,
7316,37,HAMÝDÝYE MAH-ANADOLU CAD-KAÐITHANE-ÞÝÞLÝ,ÞÝÞLÝ - KAÐITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7198,37,ÞÝRÝNEVLER-TAVUKÇU DERESÝ- GÝYÝMKENT,ÞÝRÝNEVLER - TAVUKÇU DERESÝ - GÝYÝMKENT,,9,,,
7358,37,ÞÝLE DERE KÖYLERÝ-ÜSKÜDAR,ÞÝLE DERE KÖYLERÝ-ÜSKÜDAR,,9,,,
7211,37,MERTER-EÞREF BÝTLÝS CAD.-GÝYÝMKENT,MERTER - ÇÝNÇÝN DERESÝ - KARABAYIR - GÝYÝMKENT,,9,,,
7174,37,KADIKÖY-D100-ÜNALAN-LÝBADÝYE-BULGURLU,KADIKÖY - ACIBADEM - ÜNALAN MH. - BULGURLU MH.,,9,,,
7239,37,ABDURRAHMANGAZÝ-YENÝDOÐAN-TAÞDELEN-DUDULLU,DUDULLU - SARIGAZÝ - TAÞDELEN - YENÝDOÐAN-A.GAZÝ,,9,,,
7449,37,KÜÇÜKÇEKMECE-TOKAT MAH.-BALIKYOLU,KÜÇÜKÇEKMECE - AVCILAR -  BALIK YOLU - ÖRNEK MH.,,9,,,
7204,37,KULELÝ-K.SULTAN SÜLEYMAN HST-KAYABAÞI,KULELÝ - GÜVERCÝNTEPE - ÞAHÝNTEPE - TAHTAKALE,,9,,,
7309,37,BAKIRKÖY-ÞÝRÝNEVLER-ÝSTOÇ-ÝKÝTELLÝ,BAKIRKÖY - ÝKÝTELLÝ - MAHMUTBEY,,9,,,
7394,37,MALTEPE-BÜYÜKBAKKALKÖY,MALTEPE - BAÞIBÜYÜK,,9,,,
7308,37,AVCILAR - BAÐLARÇEÞME,AVCILAR - ESENYURT,,9,,,
7105,37,100.YIL MAH-BAÐCILAR-HASTANE-TOPKAPI,100.YIL MH - BAÐCILAR - TOPKAPI,,9,,,
7303,37,TOPKAPI-AYAZMA-BAÐCILAR 1,100.YIL - ATIÞALANI - ESENLER - TOPKAPI,,9,,,
7209,37,ÇAKMAK-ÜMRANÝYE-KAZIM KARABEKÝR,ÇAKMAK - ÜMRANÝYE - KAZIM KARABEKÝR MH.,,9,,,
7219,37,BEYKOZ-AKBABA-DERSEKÝ-ALÝBAHADIR-RÝVA,BEYKOZ - RÝVA,,9,,,
7415,37,ABDURRAHMANGAZÝ-YENÝDOÐAN-MADENLER-DUDULLU,DUDULLU - SARIGAZÝ - TAÞDELEN - YENÝDOÐAN-A.GAZÝ,,9,,,
7302,37,TOPKAPI-FATÝH MAH.-ÝSTOÇ,TOPKAPI - ÇÝFTLÝK - FATÝH MAHALLESÝ - ÝSTOÇ,,9,,,
7229,37,PENDÝK-ÞÝFA MH,PENDÝK - ÞÝFA MH.,,9,,,
7306,37,BAKIRKÖY-ÞÝRÝNEVLER-EVREN MAH,BAKIRKÖY - ÝKÝTELLÝ - MAHMUTBEY,,9,,,
7300,37,TOPKAPI-ESENLER-ATIÞALANI-YÜZYIL,100.YIL - ATIÞALANI - ESENLER - TOPKAPI,,9,,,
7266,37,BAKIRKÖY-HASTANE-ESENLER-ATIÞALANI-2,BAKIRKÖY - ESENLER - ATIÞALANI - OTOGAR,,9,,,
7403,37,BOSTANCI-TAVUKÇU YOLU-DUDULLU,BOSTANCI - DUDULLU,,9,,,
7436,37,DEREAÐZI MH-MÝGROS AVM,B.ÇEKMECE - GÜRPINAR - YAKUPLU - BEYLÝKDÜZÜ,,9,,,
7223,37,ÞÝÞHANE-YEÞÝLPINAR-VÝALAND,ÞÝÞLÝ - ÞÝÞHANE - KARAYOLLARI - ÝMAR BLOKLARI,,9,,,
7327,37,PENDÝK-HÝLAL KONUTLARI,PENDÝK - KURTKÖY - HARMANDERE - ORHANLI,,9,,,
7377,37,PENDÝK-KADIKÖY,KADIKÖY - PENDÝK,,9,,,
7341,37,PENDÝK-KAVAKPINAR MAH.,PENDÝK - KAYNARCA - ESENYALI MH.,,9,,,
7510,37,Bahçeköy,Sarýyer,,9,,,
7274,37,ÇATALCA DEVLET HASTANESÝ-KALFA KÖYÜ,ÇATALCA DEVLET HASTANESÝ - KALFA KÖYÜ,,9,,,
7259,37,KARTAL-ESENTEPE-DEVLET HASTANESÝ-SOÐANLIK-YENÝ MH,KARTAL - ESENTEPE - DEVLET HASTANESÝ,,9,,,
7150,37,ELMALI-BEYKOZ-DEDEOÐLU,ELMALI - BEYKOZ - DEDEOÐLU,,9,,,
7193,37,ÞÝÞLÝ-ALÝBEYKÖY-ÝMAR BLOKLARI,ÞÝÞLÝ - ÞÝÞHANE - KARAYOLLARI - ÝMAR BLOKLARI,,9,,,
7199,37,GÜNEÞLÝ-MAHMUTBEY-SULTANÇÝFTLÝÐÝ,MAHMUTBEY - SULTANÇÝFTLÝÐÝ,,9,,,
7213,37,BAÐCILAR - HABÝBLER,BAÐCILAR - HABÝBLER,,9,,,
7185,37,TOPKAPI-AYAZMA-BAÐCILAR 2,100.YIL MH - BAÐCILAR - TOPKAPI,,9,,,
7252,37,KADIKÖY-POLÝS HAST.,KADIKÖY - POLÝS HASTANESÝ-EMNÝYET MAHALLESÝ,,9,,,
7461,37,2. GÜZERGAH,BÜYÜKÇEKMECE - KUMBURGAZ,,9,,,
7146,37,ÞÝRÝNEVLER-KULELÝ-ZEYNEBÝYYE-DEPREM KON.-KAYAÞEHÝR,KULELÝ - DEPREM KONUTLARI - ONURKENT - KAYAÞEHÝR,,9,,,
7136,37,AVCILAR-BOÐAZKÖY,AVCILAR - ESENYURT,,9,,,
7114,37,BAKIRKÖY - YEÞÝLYURT - YEÞÝLKÖY,BAKIRKÖY - YEÞÝLYURT - YEÞÝLKÖY,,9,,,
7189,37,YILDIZTABYA-GOP-TOPKAPI,YILDIZTABYA- PAZARÝÇÝ- GOP- TOPKAPI,,9,,,
7486,37,EYÜP - GAZÝOSMANPAÞA - BAYRAMPAÞA,EYÜP - ÜÇÞEHÝTLER-GAZÝOSMANPAÞA - BAYRAMPAÞA,,9,,,
7240,37,ÜSKÜDAR-KOZYATAÐI-ATAÞEHÝR,ÜSKÜDAR - ATAÞEHÝR-FERHATPAÞA,,9,,,
7349,37,TOPKAPI-BAÐCILAR-OTOCENTER,TOPKAPI - ÇÝFTLÝK - FATÝH MAHALLESÝ - ÝSTOÇ,,9,,,
7340,37,EYÜP-ÝSTOÇ,YILDIZTABYA - PAZARÝÇÝ - GOP - TOPKAPI,,9,,,
7277,37,ÜMRANÝYE-ÝNKILAP MAH.-ERCAN,ÜMRANÝYE - ÝNKILAP MH. - ERCAN,,9,,,
7195,37,ÞÝÞLÝ-YEÞÝLPINAR-VÝALAND,ÞÝÞLÝ - ÞÝÞHANE - KARAYOLLARI - ÝMAR BLOKLARI,,9,,,
7167,37,ÞÝÞHANE-PÝYALEPAÞA BULVARI-ÞÝÞLÝ,ÞÝÞHANE - ÞÝÞLÝ,,9,,,
7210,37,MERTER - ÇÝNÇÝN DERESÝ - KARABAYIR - GÝYÝMKENT,MERTER - ÇÝNÇÝN DERESÝ - KARABAYIR - GÝYÝMKENT,,9,,,
7132,37,TOPKAPI-ALÝBEYKÖY-ÝMAR BLOKLARI,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7484,37,KARTAL-KARLIKTEPE MH.LÜTFÝ KIRDAR-EÐT.VE ARAÞT.HAS.,KARTAL-KARLIKTEPE MH.LÜTFÝ KIRDAR-EÐT.VE ARAÞT.HAS.,,9,,,
7379,37,KADIKÖY-YAKACIK-UÐUR MUMCU,KADIKÖY - YAKACIK - UÐUR MUMCU MH.,,9,,,
7315,37,KULELÝ-SANAYÝ-TGRT-1,KULELÝ - TGRT - ÝSTOÇ - GÝYÝMKENT,,9,,,
7287,37,KARTAL-YAKACIK-U.MUMCU-BÜYÜK BAKKKALKÖY-FERHATPAÞA,KARTAL -YAKACIK -SAMANDIRA -PAÞAKÖY -FERHATPAÞA,,9,,,
7413,37,CENNET- TEPEÜSTÜ-KANARYA-HASTANE,KÜÇÜKÇEKMECE - SEFAKÖY - SULTAN MURAT,,9,,,
7395,37,KADIKÖY-ÖRNEK MAHALLESÝ-MUSTAFA KEMAL MAH,KADIKÖY - ÖRNEK MH - M.KEMAL MH. - EYÜBOÐLU,,9,,,
7297,37,PENDÝK-AYDINLI KÖYÜ-DERÝ SANAYÝ-MERMERCÝLER-KÝMYA*,PENDÝK - AYDINLI KÖYÜ - DERÝ SANAYÝÝ,,9,,,
7171,37,GÖKTÜRK-EYÜP,GÖKTÜRK - KEMERBURGAZ - ALÝBEYKÖY - EYÜP,,9,,,
7135,37,AVCILAR-DELÝKLÝKAYA,AVCILAR - ESENYURT,,9,,,
7455,37,BAKIRKÖY-HASTANE-ESENLER-ATIÞALANI-1,BAKIRKÖY - ESENLER - ATIÞALANI - OTOGAR,,9,,,
7382,37,KADIKÖY-KAZASKER-ÝÇERENKÖY-ÝNÖNÜ-FERHATPAÞA,KADIKÖY - KÜÇÜKBAKKALKÖY,,9,,,
7205,37,KÜÇÜKÇEKMECE-K.SULTAN SÜLEYMAN HAS. -ÞAHÝNTEPE 2,KULELÝ - GÜVERCÝNTEPE - ÞAHÝNTEPE - TAHTAKALE,,9,,,
7288,37,TOPKAPI-ALÝBEYKÖY-SAYA YOKUÞU-KARAYOLARI,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7188,37,ÞÝÞLÝ-CENGÝZ TOPEL CD-YUNUS EMRE MAHALLESÝ,ÞÝÞLÝ - ÞÝÞHANE - KARAYOLLARI - ÝMAR BLOKLARI,,9,,,
7221,37,ORTAÇEÞME-KAVACIK-RÜZGARLIBAHÇE,ORTAÇEÞME - KAVACIK - RÜZGARLIBAHÇE,,9,,,
7110,37,BAKIRKÖY – BAÐCILAR – KEMALPAÞA GÜZERGAHI-1,BAKIRKÖY - BAÐCILAR - KEMALPAÞA MH. - ÞÝRÝNEVLER,,9,,,
7487,37,12.GÜZERGAH,AVCILAR - ESENYURT,,9,,,
7192,37,ÞÝÞHANE-CENGÝZ TOPEL CD-YUNUS EMRE MAHALLESÝ,ÞÝÞLÝ - ÞÝÞHANE - KARAYOLLARI - ÝMAR BLOKLARI,,9,,,
7325,37,CEBECÝ- GAZÝOSMANPAÞA,CEBECÝ - GAZÝ MH - KÜÇÜKKÖY - GAZÝOSMANPAÞA - EYÜP,,9,,,
7254,37,TERSANE-ÝÇMELER KÖPRÜSÜ RÝNG,TERSANELER - TUZLA - AYDINLI - ORHANLI,,9,,,
7243,37,ÜMRANÝYE-N.KEMAL-M.KML-ÖRN.MH-GÖZ.EÐ.AR.H.,ÜMRANÝYE - M.KEMAL MH. - ÖRNEK MH.,,9,,,
7441,37,SULTANBEYLÝ-FERHATPAÞA (YEDÝTEPE ÜNÝVERSÝTESÝ),SULTANBEYLÝ - SARIGAZÝ - DUDULLU,,9,,,
7389,37,KADIKÖY-KOÞUYOLU-ÜMRANÝYE,KADIKÖY - KOÞUYOLU - ÜMRANÝYE,,9,,,
7158,37,SOÐUKSU-BASINKÖY,KÜÇÜKÇEKMECE - SEFAKÖY - SULTAN MURAT,,9,,,
7233,37,ÜMRANÝYE-TALÝMHANE-ÇENGELKÖY,ÜSKÜDAR - ÇENGELKÖY - TALÝMHANE - ÜMRANÝYE,,9,,,
7433,37,KARTAL-HÜRRÝYET MAHALLESÝ-AKYILMAZ KONUTLARI,KARTAL - HÜRRÝYET MH. - KARTAL CEZAEVÝ,,9,,,
