route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
7247,37,KADIKÖY-CAPÝTOL-EMNÝYET MAHALLESÝ,KADIKÖY - POLÝS HASTANESÝ-EMNÝYET MAHALLESÝ,,9,,,
7241,37,SÝLAHTARAÐA CAD.-GOP-OTOGAR 2,YILDIZTABYA - PAZARÝÇÝ - GOP - TOPKAPI,,9,,,
7361,37,EVREN MAH-BAÐCILAR DEVLET HASTANESÝ,ÝNCÝRLÝ - EVREN MH. - BAÐCILAR,,9,,,
7161,37,YAHYA KEMAL- ÞÝÞLÝ,ÞÝÞLÝ - ÇAÐLAYAN - Y.KEMAL - GÜLTEPE - 4.LEVENT,,9,,,
7163,37,YAHYA KEMAL-DERE CADDESÝ-NOBEL ÝLAÇ FABRÝKASI,ÞÝÞLÝ - ÇAÐLAYAN - Y.KEMAL - GÜLTEPE - 4.LEVENT,,9,,,
7116,37,GOP-CENGÝZ TOPEL CAD.-ÝMAR BLOKLARI,GAZÝOSMANPAÞA – ÝMAR BLOKLARI,,9,,,
7447,37,ÝNCÝRLÝ- EVREN MAH-ÝSTOÇ,ÝNCÝRLÝ - EVREN MH. - BAÐCILAR,,9,,,
7218,37,GÜZELTEPE-ÝSTOÇ,KARAYOLLARI-Ý.H.L - ALÝBEYKÖY - EYÜP - EDÝRNEKAPI -TOPKAPI,,9,,,
7253,37,ÜMRANÝYE-ÇAKMAK-DUDULLU-ÇEKMEKÖY,ÜMRANÝYE - DUDULLU - ÇEKMEKÖY - ÞAHÝNBEY,,9,,,
7374,37,ÇAYIROVA KAVÞAÐI-HAREM,GEBZE - HAREM,,9,,,
7334,37,PENDÝK-PENDÝK EÐÝTÝM VE ARAÞTIRMA HASTANESÝ-KÝPTAÞ,PENDÝK - KURTKÖY - HARMANDERE - ORHANLI,,9,,,
7296,37,BAKIRKÖY-ÞÝRÝNEVLER-ÝKÝTELLÝ KÖYÝÇÝ,BAKIRKÖY - ÝKÝTELLÝ - MAHMUTBEY,,9,,,
7231,37,TOPKAPI-ÝKÝTELLÝ-DEPREM KONUTLARI-KAYAÞEHÝR,TOPKAPI - OTOGAR - M. AKÝF MAH - DEPREM KONUTLARI,,9,,,
7320,37,EMLAK KONUT-AYDINTEPE MAH.YAYLA MAH.VÝA MARÝNA,TERSANELER - TUZLA - AYDINLI - ORHANLI,,9,,,
7386,37,BÜYÜKÇEKMECE-KARAAÐAÇ,BÜYÜKÇEKMECE - BEYKENT,,9,,,
7107,37,ÝNCÝRLÝ-ÇAVUÞPAÞA,ÇAVUÞPAÞA-BAHÇELÝEVLER-ÝNCÝRLÝ,,9,,,
7342,37,PENDÝK-MARMARA ÜNV. PENDÝK EÐT. VE ARÞ HAS. 3,PENDÝK - KAYNARCA - ESENYALI MH.,,9,,,
7357,37,KARTAL-KARTAL CEZAEVÝ-YAYALAR MAHALLESÝ,KARTAL - HÜRRÝYET MH. - KARTAL CEZAEV,,9,,,
7222,37,AVCILAR-KIRAÇ2,AVCILAR - ESENYURT,,9,,,
7402,37,BOSTANCI-K.BAKKALKÖY-KAYIÞDAÐI-DUDULLU,BOSTANCI - DUDULLU,,9,,,
7380,37,KADIKÖY-FÝKÝRTEPE-GÖZCÜBABA-SAHRAYICEDÝD,KADIKÖY - FÝKÝRTEPE - GÖZCÜBABA -SAHRAYICEDÝD,,9,,,
7128,37,ÞÝRÝNEVLER-ORMANTEPE SK. 2.GÜZERGAH,ÇAVUÞPAÞA-BAHÇELÝEVLER-ÝNCÝRLÝ,,9,,,
7335,37,PENDÝK-ESENYALI MAH.,PENDÝK - KAYNARCA - ESENYALI MH.,,9,,,
7337,37,PENDÝK-RAMAZANOÐLU MAH.,PENDÝK - KAYNARCA - ESENYALI MH.,,9,,,
7369,37,EVREN MAH.-BAÐCILAR DEVLET HASTANE,TOPKAPI - ÇÝFTLÝK - FATÝH MAHALLESÝ - ÝSTOÇ,,9,,,
7375,37,PENDÝK-450 KONUTLAR-KARTAL CEZAEVÝ,PENDÝK - 450.KONUTLAR - KARTAL CEZAEVÝ,,9,,,
7416,37,FERHATPAÞA-BATI ATAÞEHÝR,KADIKÖY - KÜÇÜKBAKKALKÖY,,9,,,
7165,37,ÞÝÞHANE-OKMEYDANI-ÞÝÞLÝ,ÞÝÞHANE - ÞÝÞLÝ,,9,,,
7262,37,SEFAKÖY-BOÐAZKÖY,SEFAKÖY - KAYABAÞI - BOÐAZKÖY,,9,,,
7197,37,TUZLA-PENDÝK,PENDÝK - TUZLA,,9,,,
7448,37,BAKIRKÖY-ÞÝRÝNEVLER-FATÝH MH.,BAKIRKÖY - ÝKÝTELLÝ - MAHMUTBEY,,9,,,
7352,37,ÞÝLE-KUMBABA-MEÞRUTÝYET KÖYÜ-AHMETLÝ TOKÝ,ÞÝLE - KUMBABA - MEÞRUTÝYET KÖYÜ-AHMETLÝ TOKÝ,,9,,,
7196,37,BAKIRKÖY-ATAKÖY-Y.BOSNA METRO,BAKIRKÖY - ATAKÖY,,9,,,
7140,37,AVCILAR-KIRAÇ,AVCILAR - ESENYURT,,9,,,
7519,37,KADIKÖY-ACIBADEM-K.ÇAMLICA-BULGURLU,KADIKÖY - ACIBADEM - ÜNALAN MH. - BULGURLU MH.,,9,,,
7457,37,BAKIRKÖY-KULELÝ-ÝSTOÇ,KULELÝ - ÝSTOÇ,,9,,,
7201,37,KÜÇÜKÇEKMECE - SEFAKÖY - TEVFÝKBEY MAH.,KÜÇÜKÇEKMECE - SEFAKÖY - TEVFÝKBEY MAH.,,9,,,
7200,37,KULELÝ - YENÝDOÐAN,KULELÝ - YENÝDOÐAN,,9,,,
7228,37,AVCILAR - HARAMÝDERE,AVCILAR - ESENYURT,,9,,,
7178,37,ÝKÝTELLÝ ORG.SAN.-M. AKÝF MH.-GÖZTEPE MH.-TOPKAPI,TOPKAPI - OTOGAR - M. AKÝF MAH - DEPREM KONUTLARI,,9,,,
7255,37,ÜMRANÝYE-ÇAKMAK-DUDULLU-ÞAHÝNBEY,ÜMRANÝYE - DUDULLU - ÇEKMEKÖY - ÞAHÝNBEY,,9,,,
7147,37,Þ.EVLER-KULELÝ-MASKO-AYMAKOP-ONURKENT-KAYAÞEHÝR,KULELÝ - DEPREM KONUTLARI - ONURKENT - KAYAÞEHÝR,,9,,,
7339,37,BAHÇELÝEVLER METRO ÝST-KALE ÝÞ M-BAÐCILAR 2,100.YIL MH - BAÐCILAR - TOPKAPI,,9,,,
7372,37,CEBECÝ MAH-TOPKAPI 1,CEVATPAÞA - B.PAÞA - OTOGAR - EYÜP - EDÝRNEKAPI,,9,,,
7294,37,PENDÝK-HÜRRÝYET MAHALLESÝ-YAKACIK,PENDÝK - HÜRRÝYET MAHALLESÝ,,9,,,
7270,37,CEVATPAÞA- KOCATEPE-EDÝRNEKAPI,CEVATPAÞA - B.PAÞA - OTOGAR - EYÜP - EDÝRNEKAPI,,9,,,
7417,37,BOSTANCI KAVÞAÐI-ÝÇERENKÖY-BATI ATAÞEHÝR,KADIKÖY - KÜÇÜKBAKKALKÖY,,9,,,
7333,37,TOPKAPI-GÜNGÖREN-BAÐCILAR-GÝYÝMKENT,100.YIL MH - BAÐCILAR - TOPKAPI,,9,,,
7410,37,BEYLÝKDÜZÜ BELEDÝYESÝ-BÜYÜKÇEKMECE ATÝRUS AVM,B.ÇEKMECE - GÜRPINAR - YAKUPLU - BEYLÝKDÜZÜ,,9,,,
7512,37,Gümüþdere-Kýsýrkaya-H.Osman Metro-Kaymakamlýk,H.Osman Metro-Kaymakamlýk,,9,,,
7227,37,KÜÇÜKYALI-AYDINEVLER-FINDIKLI,KÜÇÜKYALI - AYDINEVLER - FINDIKLI,,9,,,
7265,37,KÜÇÜKÇEKMECE-GÜVERCÝNTEPE-KAYAÞEHÝR,KÜÇÜKÇEKMECE - KAYABAÞI - TAHTAKALE,,9,,,
7162,37,YAHYA KEMAL-GÜLTEPE-4.LEVENT,ÞÝÞLÝ - ÇAÐLAYAN - Y.KEMAL - GÜLTEPE - 4.LEVENT,,9,,,
7212,37,BEÞYOL - FLORYA,BEÞYOL - FLORYA,,9,,,
7180,37,ÞÝÞLÝ-KAÐITHANE-ABDURRAHMAN MH-BAÞAK KONUTLARI,ÞÝÞLÝ - KAÐITHANE - GÜZELTEPE - ABDURAHMAN MH.,,9,,,
7400,37,BOSTANCI-K.BAKKALKÖY-ÞERÝFALÝ ÇÝFTLÝÐÝ-DUDULLU,BOSTANCI - DUDULLU,,9,,,
7242,37,ÜSKÜDAR- BATI ATAÞEHÝR-ATAÞEHÝR-FERHATPAÞA,ÜSKÜDAR - ATAÞEHÝR-FERHATPAÞA,,9,,,
7350,37,AVCILAR-TOKAT MAH-BALIK YOLU,KÜÇÜKÇEKMECE - AVCILAR -  BALIK YOLU - ÖRNEK MH.,,9,,,
7280,37,NUR SÝTESÝ-TOPKAPI 2,GAZÝ MAHALLESÝ - CEBECÝ - KÜÇÜKKÖY - EDÝRNEKAPI,,9,,,
7363,37,BÜYÜKÇEKMECE-BEYKENT,BÜYÜKÇEKMECE-BEYKENT,,9,,,
7399,37,PASABAHÇE-SOÐUKSU-ACARKENT,PASABAHÇE - SOÐUKSU - ACARKENT,,9,,,
7226,37,AVCILAR - BALIKYOLU,AVCILAR - ESENYURT,,9,,,
7285,37,GAZÝ MH.-TOPKAPI 2,GAZÝ MAHALLESÝ - CEBECÝ - KÜÇÜKKÖY - EDÝRNEKAPI,,9,,,
7462,37,BÜYÜKÇEKMECE-MÝMAROBA,BÜYÜKÇEKMECE - MÝMARSÝNAN,,9,,,
7356,37,KARTAL-HÜRRÝYET MAHALLESÝ,KARTAL - HÜRRÝYET MH. - KARTAL CEZAEVÝ,,9,,,
7119,37,KÜÇÜKÇEKMECE-AVCILAR-AMBARLI-ÝNSA SÝTESÝ,KÜÇÜKÇEKMECE - AVCILAR - BEYLÝKDÜZÜ,,9,,,
7440,37,BAKIRKÖY-MERTER-TOPKAPI,BAKIRKÖY - METRO - TOPKAPI,,9,,,
7480,37,BOSTANCI-ÝÇERENKÖY-ÞERÝFALÝ ÇÝFTLÝÐÝ-DUDULLU,BOSTANCI - DUDULLU,,9,,,
7454,37,BAKIRKÖY-YENÝMAHALLE-OTOGAR,BAKIRKÖY - ESENLER - ATIÞALANI - OTOGAR,,9,,,
7381,37,KADIKÖY-TÜCCARBAÞI-KAZASKER-ÝÇERENKÖY-K.BAKKALKÖY,KADIKÖY - KÜÇÜKBAKKALKÖY,,9,,,
7422,37,BAHÇELÝEVLER METRO ÝST-KALE ÝÞ M-BAÐCILAR 3,TOPKAPI - YAYLA - ÇAVUÞPAÞA - OTOSANAYÝ,,9,,,
7367,37,VÝA-PORT-SULTANBEYLÝ-DUDULLU,SULTANBEYLÝ - SARIGAZÝ - DUDULLU,,9,,,
7291,37,KARTAL-YAKACIK-UÐUR-MUMCU (ÝÇÝ)-ORTADAÐ-AKPINARMAH. SAMANDIRA-YENÝDOÐAN,KARTAL-SOÐANLIK-YAKACIK-AKPINARMAH.-SAMANDIRA-YENÝDOÐAN,,9,,,
7117,37,KÜÇÜKÇEKMECE-AVCILAR-CÝHANGÝR MH.,KÜÇÜKÇEKMECE - AVCILAR - BEYLÝKDÜZÜ,,9,,,
7293,37,TOPKAPI-ESENLER-ATIÞALANI-TEPE,100.YIL - ATIÞALANI - ESENLER - TOPKAPI,,9,,,
7390,37,MALTEPE-GÜLENSU,MALTEPE - GÜLSUYU - GÜLENSU,,9,,,
7191,37,PAZARÝÇÝ-GOP-TOPKAPI,YILDIZTABYA- PAZARÝÇÝ- GOP- TOPKAPI,,9,,,
7501,37,TARABYAÜSTÜ-ÝSTÝNYE-ÝSTÝNYE PARK AVM,SARIYER BÖLGE ÇALIÞMA GRUBU,,9,,,
7224,37,AVCILAR-ESENYURT-HADIMKÖY,AVCILAR - ESENYURT,,9,,,
7398,37,ÜSKÜDAR-ÜMRANÝYE-TAVUKÇUYOLU-ALEMDAÐ ÜSKÜDAR-ZEYNEP KAMÝL ÖRNEK MAHALLESÝ-ESATPAÞA,ÜSKÜDAR - ÖRNEK MH. - ESATPAÞA MH.,,9,,,
7326,37,TOPKAPI-ESENLER-ATIÞALANI-GÝYÝMKENT,100.YIL - ATIÞALANI - ESENLER - TOPKAPI,,9,,,
7245,37,ÜSKÜDAR-KOÞUYOLU-ACIBADEM,ÜSKÜDAR - KOÞUYOLU - ACIBADEM,,9,,,
7392,37,MALTEPE-BAÞIBÜYÜK,MALTEPE - BAÞIBÜYÜK,,9,,,
7314,37,DEPREM KONUTLARI-M.AKÝF MH-KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE MEHMET AKÝF MAH- ÝKÝTELLÝ,,9,,,
7414,37,YAKUPLU(ÝHLAS MARMARA 1.ETAP)-TÜYAP-BÜYÜKÇEKMECE,B.ÇEKMECE - GÜRPINAR - YAKUPLU - BEYLÝKDÜZÜ,,9,,,
7393,37,MALTEPE-FINDIKLI MAHALLESÝ,MALTEPE - BAÞIBÜYÜK,,9,,,
7311,37,TOPKAPI-YENÝHAL-TULUMBA,100.YIL - ATIÞALANI - ESENLER - TOPKAPI,,9,,,
7298,37,MALTEPE-ESENKENT,MALTEPE-ESENKENT,,9,,,
7292,37,PENDÝK-TOPSELVÝ,PENDÝK - TOPSELVÝ,,9,,,
3789,19,BAÐLARBAÞI - DR BURHANETTÝN ÜSTÜNEL SK-KADIKÖY,BAÐLARBAÞI - KADIKÖY,,10,,,
7077,19,BEÞÝKTAÞ - NÝSPETÝYE METRO,BEÞÝKTAÞ-ORTAKÖY-PORTAKAL YOKUÞU-NÝSPETÝYE METRO,,10,,,
3743,19,ÇEKMEKÖY - ÞAHÝNBEY CAD-KADIKÖY,ÇEKMEKÖY - KADIKÖY,,10,,,
3790,19,EMÝNÖNÜ - REFÝK SAYDAM CAD-NÝÞANTAÞI,EMÝNÖNÜ - NÝÞANTAÞI,,10,,,
3791,19,BAKIRKÖY -DARULACEZE CAD- ÞÝÞLÝ,BAKIRKÖY - ÞÝÞLÝ,,10,,,
7079,19,BEÞÝKTAÞ - ETÝLER METRO,BEÞÝKTAÞ-KURUÇEÞME-BEBEK-BEBEK YOKUÞU-ETÝLER METRO,,10,,,
3774,19,ÜSKÜDAR-GAZÝ CAD- BAÐLARBAÞI,ÜSKÜDAR-BAÐLARBAÞI,,10,,,
3796,19,EMÝNÖNÜ -SAHÝL YOLU- ÞÝÞLÝ,EMÝNÖNÜ - ÞÝÞLÝ,,10,,,
3753,19,CEVÝZLÝBAÐ - TURGUT ÖZAL MÝLLET CAD-TAKSÝM,CEVÝZLÝBAÐ - TAKSÝM,,10,,,
3777,19,TEÞVÝKÝYE - ABDÝ ÝPEKÇÝ CAD- TAKSÝM,TEÞVÝKÝYE - TAKSÝM,,10,,,
3766,19,BEÞÝKTAÞ -DOLMABAHÇE CAD- TAKSÝM,BEÞÝKTAÞ - TAKSÝM,,10,,,
3786,19,K.M.PAÞA -REFÝK SAYDAM CAD- TAKSÝM,K.M.PAÞA - TAKSÝM,,10,,,
3740,19,ÇEKMEKÖY - ÜSKÜDAR,ÇEKMEKÖY - ÜSKÜDAR,,10,,,
3746,19,YEÞÝLKÖY - D100 KARAYOLU- TAKSÝM,YEÞÝLKÖY - TAKSÝM,,10,,,
7076,19,ATAÞEHÝR - UZUNÇAYIR,ATAÞEHÝR - UZUNÇAYIR,,10,,,
3745,19,BAKIRKÖY -SAHÝL YOLU-TAKSÝM,BAKIRKÖY - TAKSÝM,,10,,,
3805,19,EMÝNÖNÜ - SAHÝL YOLU-NÝÞANTAÞI,EMÝNÖNÜ - NÝÞANTAÞI,,10,,,
3775,19,SÖÐÜTLEÞME METROBÜS- BAÐDAT CAD - BOSTANCI,SÖÐÜTLÜÇEÞME METROBÜ  - BOSTANCI,,10,,,
3776,19,TOPKAPI - TURGUT ÖZAL MÝLLET CAD- TAKSÝM,TOPKAPI - TAKSÝM,,10,,,
3739,19,BAKIRKÖY -D100 KARAYOLU- ÞÝÞLÝ,BAKIRKÖY - ÞÝÞLÝ,,10,,,
3797,19,BOSTANCI - BAÐDAT CAD - TAKSÝM,BOSTANCI - TAKSÝM,,10,,,
3751,19,TEÞVÝKÝYE - KADIRGALAR CAD-TAKSÝM,TEÞVÝKÝYE - TAKSÝM,,10,,,
3795,19,KADIKÖY -TOPHANELÝOÐLU CAD- NÝÞANTAÞI,KADIKÖY - NÝÞANTAÞI,,10,,,
3750,19,YENÝBOSNA - D100 KARAYOLU- TAKSÝM,YENÝBOSNA - TAKSÝM,,10,,,
3781,19,AKSARAY-REFÝK SAYDAM CAD-TAKSÝM,AKSARAY - TAKSÝM,,10,,,
3765,19,BOSTANCI - ANKARA CAD - PENDÝK,BOSTANCI - PENDÝK,,10,,,
3806,19,YENÝBOSNA - SAHÝL YOLU- TAKSÝM,YENÝBOSNA - TAKSÝM,,10,,,
3761,19,ÜSKÜDAR-CUMHURÝYET CAD- BAÐLARBAÞI,ÜSKÜDAR-BAÐLARBAÞI,,10,,,
3800,19,ÇEKMEKÖY - ÞÝLE YOLUKADIKÖY,ÇEKMEKÖY - KADIKÖY,,10,,,
3783,19,BEÞÝKTAÞ -SÜLEYMAN SEBA CAD- HARBÝYE,BEÞÝKTAÞ - HARBÝYE,,10,,,
3755,19,KADIKÖY - D100 KARAYOLU-TAKSÝM,KADIKÖY - TAKSÝM,,10,,,
3788,19,BAÐLARBAÞI -NUHKUYUSU CAD- KADIKÖY,BAÐLARBAÞI - KADIKÖY,,10,,,
3772,19,BEÞÝKTAÞ -SÜLEYMAN SEBA CAD- TAKSÝM,BEÞÝKTAÞ - TAKSÝM,,10,,,
3762,19,KADIKÖY -D100 KARAYOLU- NÝÞANTAÞI,KADIKÖY - NÝÞANTAÞI,,10,,,
3782,19,ÜSKÜDAR - EMNÝYET MAHALLESÝ,ÜSKÜDAR - EMNÝYET MAHALLESÝ,,10,,,
3779,19,ÜSKÜDAR - GÜNDOÐUMU CAD- KADIKÖY,ÜSKÜDAR - KADIKÖY,,10,,,
3741,19,CEVÝZLÝBAÐ - ADNAN MENDERES VATAN BLV- TAKSÝM,CEVÝZLÝBAÐ - TAKSÝM,,10,,,
3773,19,YEÞÝLKÖY - SAHÝL YOLU- TAKSÝM,YEÞÝLKÖY - TAKSÝM,,10,,,
3799,19,BAKIRKÖY -D100 KARAYOLU- TAKSÝM,BAKIRKÖY - TAKSÝM,,10,,,
3749,19,KADIKÖY - NUHKUYUSU CAD-TAKSÝM,KADIKÖY - TAKSÝM,,10,,,
3780,19,KADIKÖY - BAÐDAT CAD- BOSTANCI,KADIKÖY - BOSTANCI,,10,,,
3803,19,ÜSKÜDAR - ABDULLAH AÐA CAD- BEYKOZ,ÜSKÜDAR - BEYKOZ,,10,,,
3738,19,K.M.PAÞA -BAHRÝYE CAD- TAKSÝM,K.M.PAÞA - TAKSÝM,,10,,,
3771,19,FLORYA -SAHÝL YOLU- TAKSÝM,FLORYA - TAKSÝM,,10,,,
3747,19,BOSTANCI -TURGUT ÖZAL BLV- PENDÝK,BOSTANCI - PENDÝK,,10,,,
3757,19,BOSTANCI -D100 KARAYOLU -TAKSÝM,BOSTANCI - TAKSÝM,,10,,,
3794,19,BEÞÝKTAÞ -CUMHURÝYET CAD- HARBÝYE,BEÞÝKTAÞ - HARBÝYE,,10,,,
3778,19,AKSARAY-ÖMER HAYYAM CAD-TAKSÝM,AKSARAY - TAKSÝM,,10,,,
7451,19,KADIKÖY-ATAÞEHÝR,KADIKÖY-ATAÞEHÝR,,10,,,
3798,19,ÜSKÜDAR - ÝCADÝYE CAD- BEYKOZ,ÜSKÜDAR - BEYKOZ,,10,,,
3793,19,KADIKÖY -MÜNÝR NURETTÝN SELCUK CAD- BOSTANCI,KADIKÖY - BOSTANCI,,10,,,
3785,19,ATAÞEHÝR - TAKSÝM,ATAÞEHÝR - TAKSÝM,,10,,,
3744,19,SÖÐÜTLEÞME METROBÜS - SÖGÜTLÜÇEÞME CAD- BOSTANCI,SÖÐÜTLÜÇEÞME METROBÜ  - BOSTANCI,,10,,,
3764,19,EMÝNÖNÜ - REFÝK SAYDAM CAD-ÞÝÞLÝ,EMÝNÖNÜ - ÞÝÞLÝ,,10,,,
3752,19,TOPKAPI - ADNAN MENDERES VATAN BLV- TAKSÝM,TOPKAPI - TAKSÝM,,10,,,
7081,19,KASIMPAÞA - PANGALTI,KASIMPAÞA - PANGALTI,,10,,,
3742,19,ÜSKÜDAR - HALK  CAD- KADIKÖY,ÜSKÜDAR - KADIKÖY,,10,,,
3754,19,FLORYA -D100 KARAYOLU- TAKSÝM,FLORYA - TAKSÝM,,10,,,
26724,20,BEÞÝKTAÞ-BURGAZADA,BEÞÝKTAÞ-YENÝKAPI-KINALIADA-BURGAZADA,,4,http://www.ido.com.tr,,
26725,20,BEÞÝKTAÞ - HEYBELÝADA,BEÞÝKTAÞ - YENÝKAPI - BÜYÜKADA - HEYBELÝADA,,4,http://www.ido.com.tr,,
3854,20,BOSTANCI-B.KÖY,BOSTANCI - KADIKÖY - YENÝKAPI - BAKIRKÖY,,4,http://www.ido.com.tr/tr/tarifeler/2018-kis-tarifesi,,
3856,20,BOSTANCI - BEÞÝKTAÞ,BOSTANCI - BEÞÝKTAÞ,,4,http://www.ido.com.tr/tr/tarifeler/2015-yaz-tarifesi/680,,
3880,20,SÝRKECÝ - HAREM,SÝRKECÝ - HAREM (Arabalý Vapur),,4,http://www.ido.com.tr/tr/tarifeler/2014-yaz-tarifesi/691,,
7565,48,B.CKMC_B.ADA,BÜYÜKÇEKMECE(MÝMARSÝNAN) - BÜYÜKADA,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
7559,48,K.KOY_KDK,KARAKÖY - KADIKÖY (METRO),,4,,,
7555,48,EMN_KDK2,EMÝNÖNÜ - KADIKÖY2 (ÇAYIRBAÞI),,4,,,
7566,48,K.KOY_K.ADA,KARAKÖY - KINALIADA,,4,,,
7568,48,B.KOY_ADA,BAKIRKÖY - KINALIADA/HEYBELÝADA/BÜYÜKADA,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
7564,48,K.ADA_K.KOY_EMN,KINALIADA - KADIKÖY (METRO) - EMÝNÖNÜ,,4,,,
7553,48,EMN_KDK,EMÝNÖNÜ - KADIKÖY (METRO),,4,,,
7557,48,KDK_EMN_K.KOY,KADIKÖY (METRO) - EMÝNÖNÜ - KARAKÖY,,4,,,
7567,48,K.KOY_B.ADA,KARAKÖY - BÜYÜKADA,,4,,,
7550,48,B.KOY_KDK,BAKIRKÖY - KADIKÖY (Metro),,4,,,
7558,48,KDK2_K.KÖY_EMN,KADIKÖY2 (ÇAYIRBAÞI) - KARAKÖY - EMÝNÖNÜ,,4,,,
7551,48,BSK_KDK,BEÞÝKTAÞ - KADIKÖY (METRO),,4,,,
7561,48,K.KOY_USK,KARAKÖY - ÜSKÜDAR,,4,,,
7569,48,KDK_ADA,KADIKÖY(METRO) - KINALIADA/HEYBELÝADA/BÜYÜKADA,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
7556,48,EMN_USK,EMÝNÖNÜ - ÜSKÜDAR,,4,,,
7560,48,K.KÖY_KDK2,KARAKÖY - KADIKÖY2 (ÇAYIRBAÞI),,4,,,
7562,48,USK_K.KOY_EMN,ÜSKÜDAR - KARAKÖY - EMÝNÖNÜ,,4,,,
7570,48,ADA-EMN,ADALAR - KADIKÖY(METRO)/EMÝNÖNÜ,,4,http://www.turyol.com/TarifeSeferSabit.aspx,,
26731,33,KBT-KDK,KABATAÞ - KADIKÖY,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=461,,
26730,33,SRK-ADA,SÝRKECÝ - ADALAR,,4,http://www.denturavrasya.com.tr,,
7549,33,KBT-ADA,KABATAÞ - ADALAR (HEYBELÝADA - BÜYÜKADA),,4,http://www.denturavrasya.com.tr,,
5560,33,EMN-BBK,EMÝNÖNÜ-BEBEK,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=42,,
5562,33,ÜSK-BÞK,ÜSKÜDAR - BEÞÝKTAÞ,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=31,,
5561,33,ÜSK-KBTÞ,ÜSKÜDAR - KABATAÞ,,4,http://www.denturavrasya.com/tr-TR/yazi.aspx?kid=75&id=41,,
7547,33,AVC-ADA,AVCILAR-ADALAR,,4,http://www.denturavrasya.com.tr,,
7548,33,BÞK-K.KÖY,BEÞÝKTAÞ - KADIKÖY,,4,http://www.denturavrasya.com.tr,,
